State,Year,Description,Value
Puerto Rico,2008,Compensation,531809.421
Puerto Rico,2009,Compensation,585845.892
Puerto Rico,2010,Compensation,580139.1267
Puerto Rico,2011,Compensation,638367.6581
Puerto Rico,2012,Compensation,612881.5857
Puerto Rico,2013,Compensation,697878.794
Puerto Rico,2003,Education,19257.4523
Puerto Rico,2004,Education,21282.66743
Puerto Rico,2005,Education,22292.80019
Puerto Rico,2006,Education,22386.27863
Puerto Rico,2007,Education,23225.92307
Puerto Rico,2008,Education,20914.54798
Puerto Rico,2009,Education,29709.32176
Puerto Rico,2010,Education,32434.96757
Puerto Rico,2011,Education,38591.12715
Puerto Rico,2012,Education,43930.26346
Puerto Rico,2013,Education,46540.729
Puerto Rico,2003,NumofPatients,77873.47367
Puerto Rico,2004,NumofPatients,77128.62199
Puerto Rico,2007,NumofPatients,70991.98909
Puerto Rico,2008,NumofPatients,69681.96219
Puerto Rico,2009,NumofPatients,64301.97042
Puerto Rico,2010,NumofPatients,62336.31724
Puerto Rico,2011,NumofPatients,60063.28014
Puerto Rico,2012,NumofPatients,59053.5047
Puerto Rico,2013,NumofPatients,58009
Puerto Rico,2003,MedicalGeneral,395839.9251
Puerto Rico,2004,MedicalGeneral,432741.5779
Puerto Rico,2005,MedicalGeneral,449366.5352
Puerto Rico,2006,MedicalGeneral,439672.0924
Puerto Rico,2007,MedicalGeneral,459863.4124
Puerto Rico,2008,MedicalGeneral,494486.3929
Puerto Rico,2009,MedicalGeneral,519652.8003
Puerto Rico,2010,MedicalGeneral,546049.3305
Puerto Rico,2011,MedicalGeneral,541906.67
Puerto Rico,2012,MedicalGeneral,540142.4384
Puerto Rico,2013,MedicalGeneral,633105.7714
Puerto Rico,2003,OtherExpense,8852.537717
Puerto Rico,2004,OtherExpense,12038.11106
Puerto Rico,2005,OtherExpense,7981.338453
Puerto Rico,2006,OtherExpense,12031.73005
Puerto Rico,2007,OtherExpense,37230.71753
Puerto Rico,2008,OtherExpense,38196.68374
Puerto Rico,2009,OtherExpense,45903.65851
Puerto Rico,2010,OtherExpense,24626.5058
Puerto Rico,2011,OtherExpense,44102.57971
Puerto Rico,2012,OtherExpense,65233.0603
Puerto Rico,2013,OtherExpense,10251.61809
Puerto Rico,2003,AmtperVet,6.783640185
Puerto Rico,2004,AmtperVet,7.698422681
Puerto Rico,2005,AmtperVet,7.877583571
Puerto Rico,2006,AmtperVet,7.878641744
Puerto Rico,2007,AmtperVet,8.514511939
Puerto Rico,2008,AmtperVet,9.098446595
Puerto Rico,2009,AmtperVet,10.17940863
Puerto Rico,2010,AmtperVet,10.49919119
Puerto Rico,2011,AmtperVet,11.54701914
Puerto Rico,2012,AmtperVet,12.26360055
Puerto Rico,2013,AmtperVet,13.88774304
Rhode Island,1999,NumOfVeterans,101889
Rhode Island,2000,NumOfVeterans,102494
Rhode Island,2001,NumOfVeterans,93596.53
Rhode Island,2002,NumOfVeterans,96342.09971
Rhode Island,2003,NumOfVeterans,93893.51131
Rhode Island,2004,NumOfVeterans,91160.62475
Rhode Island,2005,NumOfVeterans,88734.83282
Rhode Island,2006,NumOfVeterans,86327.01799
Rhode Island,1999,TotalExpense,251418.1864
Rhode Island,2000,TotalExpense,254229.1208
Rhode Island,2001,TotalExpense,271107.9877
Rhode Island,2002,TotalExpense,280045.3439
Rhode Island,2003,TotalExpense,295339.5297
Rhode Island,2004,TotalExpense,314329.4061
Rhode Island,2005,TotalExpense,334734.9275
Rhode Island,2006,TotalExpense,295633.8178
Rhode Island,1999,Compensation,129938.2465
Rhode Island,2000,Compensation,127499.444
Rhode Island,2001,Compensation,129591.6219
Rhode Island,2002,Compensation,138775.9255
Rhode Island,2003,Compensation,145456.753
Rhode Island,2004,Compensation,148628.3555
Rhode Island,2005,Compensation,146790.9569
Rhode Island,2006,Compensation,141072.2792
Rhode Island,1999,Education,6651.561374
Rhode Island,2000,Education,6431.233888
Rhode Island,2001,Education,5820.052468
Rhode Island,2002,Education,5884.014245
Rhode Island,2003,Education,6448.763143
Rhode Island,2004,Education,8478.117472
Rhode Island,2005,Education,7814.448201
Rhode Island,2006,Education,8065.83804
Rhode Island,2002,NumofPatients,22823.05239
Rhode Island,2003,NumofPatients,24214.86729
Rhode Island,2004,NumofPatients,24655.95183
Rhode Island,1999,MedicalGeneral,98322.68578
Rhode Island,2000,MedicalGeneral,107734.6322
Rhode Island,2001,MedicalGeneral,123684.8584
Rhode Island,2002,MedicalGeneral,123336.231
Rhode Island,2003,MedicalGeneral,131234.5647
Rhode Island,2004,MedicalGeneral,146571.2192
Rhode Island,2005,MedicalGeneral,170259.3753
Rhode Island,2006,MedicalGeneral,137638.7665
Rhode Island,1999,OtherExpense,16505.69281
Rhode Island,2000,OtherExpense,12563.81068
Rhode Island,2001,OtherExpense,12011.45497
Rhode Island,2002,OtherExpense,12049.17314
Rhode Island,2003,OtherExpense,12199.44889
Rhode Island,2004,OtherExpense,10651.714
Rhode Island,2005,OtherExpense,9870.147141
Rhode Island,2006,OtherExpense,8856.934107
Rhode Island,1999,AmtperVet,2.467569477
Rhode Island,2000,AmtperVet,2.480429301
Rhode Island,2001,AmtperVet,2.896560244
Rhode Island,2002,AmtperVet,2.906780574
Rhode Island,2003,AmtperVet,3.145473266
Rhode Island,2004,AmtperVet,3.448083062
Rhode Island,2005,AmtperVet,3.772305833
Rhode Island,2006,AmtperVet,3.424580447
Rhode Island,2007,NumOfVeterans,79616.18003
Rhode Island,2008,NumOfVeterans,76726.08781
Rhode Island,2009,NumOfVeterans,73957.34484
Rhode Island,2010,NumOfVeterans,71216.29799
Rhode Island,2011,NumOfVeterans,68551.71701
Rhode Island,2012,NumOfVeterans,71457.32856
Rhode Island,2013,NumOfVeterans,69206.02446
Rhode Island,2007,TotalExpense,308860.0761
Rhode Island,2008,TotalExpense,319086.453
Rhode Island,2009,TotalExpense,372129.1481
Rhode Island,2010,TotalExpense,386366.3001
Rhode Island,2011,TotalExpense,400720.6695
Rhode Island,2012,TotalExpense,432025.5695
Rhode Island,2013,TotalExpense,474338.4557
Rhode Island,2007,Compensation,141180.9744
Rhode Island,2008,Compensation,144651.338
Rhode Island,2009,Compensation,164815.3216
Rhode Island,2010,Compensation,165748.8375
Rhode Island,2011,Compensation,182214.4272
Rhode Island,2012,Compensation,170327.7382
Rhode Island,2013,Compensation,193988.003
Rhode Island,2007,Education,8384.301769
Rhode Island,2008,Education,7634.586704
Rhode Island,2009,Education,9185.659874
Rhode Island,2010,Education,20860.34524
Rhode Island,2011,Education,27324.13981
Rhode Island,2012,Education,27365.9081
Rhode Island,2013,Education,35524.527
Rhode Island,2007,NumofPatients,22862.91245
Rhode Island,2008,NumofPatients,21643.23802
Rhode Island,2009,NumofPatients,21072.60555
Rhode Island,2010,NumofPatients,20998.13734
Rhode Island,2011,NumofPatients,20427.06631
Rhode Island,2012,NumofPatients,20283.82008
Rhode Island,2013,NumofPatients,20132
Rhode Island,2007,MedicalGeneral,150126.1416
Rhode Island,2008,MedicalGeneral,159213.5454
Rhode Island,2009,MedicalGeneral,177082.7719
Rhode Island,2010,MedicalGeneral,183445.6834
Rhode Island,2011,MedicalGeneral,181096.7183
Rhode Island,2012,MedicalGeneral,204729.8996
Rhode Island,2013,MedicalGeneral,236030.2855
Rhode Island,2007,OtherExpense,9168.658269
Rhode Island,2008,OtherExpense,7586.982962
Rhode Island,2009,OtherExpense,21045.39475
Rhode Island,2010,OtherExpense,16311.43404
Rhode Island,2011,OtherExpense,10085.38416
Rhode Island,2012,OtherExpense,29602.02366
Rhode Island,2013,OtherExpense,8795.64011
Rhode Island,2007,AmtperVet,3.879363165
Rhode Island,2008,AmtperVet,4.158773921
Rhode Island,2009,AmtperVet,5.031672634
Rhode Island,2010,AmtperVet,5.425251116
Rhode Island,2011,AmtperVet,5.845523453
Rhode Island,2012,AmtperVet,6.045923885
Rhode Island,2013,AmtperVet,6.85400526
South Carolina,1999,NumOfVeterans,366573
South Carolina,2000,NumOfVeterans,420971
South Carolina,2001,NumOfVeterans,413355.38
South Carolina,2002,NumOfVeterans,414689.6482
South Carolina,2003,NumOfVeterans,411649.8947
South Carolina,2004,NumOfVeterans,413550.9256
South Carolina,2005,NumOfVeterans,411986.9485
South Carolina,2006,NumOfVeterans,410084.1777
South Carolina,2007,NumOfVeterans,410076.4954
South Carolina,2008,NumOfVeterans,409648.1798
South Carolina,2009,NumOfVeterans,408746.8059
South Carolina,2010,NumOfVeterans,406729.0273
South Carolina,2011,NumOfVeterans,403974.6038
South Carolina,2012,NumOfVeterans,421524.8651
South Carolina,2013,NumOfVeterans,420968.216
South Carolina,1999,TotalExpense,1149430.867
South Carolina,2000,TotalExpense,1285094.428
South Carolina,2001,TotalExpense,1054296.556
South Carolina,2002,TotalExpense,1236642.697
South Carolina,2003,TotalExpense,1328798.15
South Carolina,2004,TotalExpense,1390767.734
South Carolina,2005,TotalExpense,1392459.635
South Carolina,2006,TotalExpense,1486693.78
South Carolina,2007,TotalExpense,1552087.873
South Carolina,2008,TotalExpense,1736510.615
South Carolina,2009,TotalExpense,2051484.293
South Carolina,2010,TotalExpense,2236575.914
South Carolina,2011,TotalExpense,2492387.156
South Carolina,2012,TotalExpense,2437811.541
South Carolina,2013,TotalExpense,2876324.265
South Carolina,1999,Compensation,539451.4075
South Carolina,2000,Compensation,548380.7685
South Carolina,2001,Compensation,579004.5752
South Carolina,2002,Compensation,639599.0409
South Carolina,2003,Compensation,690208.5849
South Carolina,2004,Compensation,717400.1468
South Carolina,2005,Compensation,759173.0818
South Carolina,2006,Compensation,793287.7043
South Carolina,2007,Compensation,850198.2562
South Carolina,2008,Compensation,954531.4047
South Carolina,2009,Compensation,1108717.394
South Carolina,2010,Compensation,1160405.584
South Carolina,2011,Compensation,1375722.898
South Carolina,2012,Compensation,1320518.041
South Carolina,2013,Compensation,1557784.266
South Carolina,1999,Education,43356.40612
South Carolina,2000,Education,44249.59502
South Carolina,2001,Education,39465.70181
South Carolina,2002,Education,46118.21216
South Carolina,2003,Education,51314.36568
South Carolina,2004,Education,68037.07359
South Carolina,2005,Education,70803.2713
South Carolina,2006,Education,68966.27767
South Carolina,2007,Education,70160.77504
South Carolina,2008,Education,67883.51807
South Carolina,2009,Education,89335.89202
South Carolina,2010,Education,171155.9821
South Carolina,2011,Education,208783.6158
South Carolina,2012,Education,203829.5713
South Carolina,2013,Education,223347.772
South Carolina,2002,NumofPatients,104443.4674
South Carolina,2003,NumofPatients,108174.3426
South Carolina,2004,NumofPatients,110705.754
South Carolina,2007,NumofPatients,111412.4588
South Carolina,2008,NumofPatients,111612.3538
South Carolina,2009,NumofPatients,113566.9826
South Carolina,2010,NumofPatients,117613.0725
South Carolina,2011,NumofPatients,119079.523
South Carolina,2012,NumofPatients,121151.9668
South Carolina,2013,NumofPatients,123070
South Carolina,1999,MedicalGeneral,526668.7675
South Carolina,2000,MedicalGeneral,650899.2797
South Carolina,2001,MedicalGeneral,399896.225
South Carolina,2002,MedicalGeneral,514921.2555
South Carolina,2003,MedicalGeneral,552102.2979
South Carolina,2004,MedicalGeneral,570083.6949
South Carolina,2005,MedicalGeneral,527496.9273
South Carolina,2006,MedicalGeneral,579291.4401
South Carolina,2007,MedicalGeneral,595848.8044
South Carolina,2008,MedicalGeneral,679796.456
South Carolina,2009,MedicalGeneral,808776.1893
South Carolina,2010,MedicalGeneral,860499.1921
South Carolina,2011,MedicalGeneral,849912.4267
South Carolina,2012,MedicalGeneral,873886.5951
South Carolina,2013,MedicalGeneral,1064325.087
South Carolina,1999,OtherExpense,39954.28588
South Carolina,2000,OtherExpense,41564.78454
South Carolina,2001,OtherExpense,35930.05384
South Carolina,2002,OtherExpense,36004.18807
South Carolina,2003,OtherExpense,35172.90114
South Carolina,2004,OtherExpense,35246.81884
South Carolina,2005,OtherExpense,34986.35421
South Carolina,2006,OtherExpense,45148.35764
South Carolina,2007,OtherExpense,35880.03722
South Carolina,2008,OtherExpense,34299.23647
South Carolina,2009,OtherExpense,44654.81764
South Carolina,2010,OtherExpense,44515.15567
South Carolina,2011,OtherExpense,57968.21488
South Carolina,2012,OtherExpense,39577.33389
South Carolina,2013,OtherExpense,30867.14013
South Carolina,1999,AmtperVet,3.135612462
South Carolina,2000,AmtperVet,3.052691107
South Carolina,2001,AmtperVet,2.550581429
South Carolina,2002,AmtperVet,2.982092035
South Carolina,2003,AmtperVet,3.227981269
South Carolina,2004,AmtperVet,3.362990259
South Carolina,2005,AmtperVet,3.379863463
South Carolina,2006,AmtperVet,3.625338066
South Carolina,2007,AmtperVet,3.784874018
South Carolina,2008,AmtperVet,4.239029248
South Carolina,2009,AmtperVet,5.018961037
South Carolina,2010,AmtperVet,5.498933598
South Carolina,2011,AmtperVet,6.169662974
South Carolina,2012,AmtperVet,5.783316106
South Carolina,2013,AmtperVet,6.832639985
South Dakota,1999,NumOfVeterans,70365
South Dakota,2000,NumOfVeterans,79370
South Dakota,2001,NumOfVeterans,77413.73
South Dakota,2002,NumOfVeterans,77608.91061
South Dakota,2003,NumOfVeterans,76798.55803
South Dakota,2004,NumOfVeterans,73399.99743
South Dakota,2005,NumOfVeterans,72196.37974
South Dakota,2006,NumOfVeterans,70980.86782
South Dakota,2007,NumOfVeterans,74273.48215
South Dakota,2008,NumOfVeterans,73503.93244
South Dakota,2009,NumOfVeterans,72703.5093
South Dakota,2010,NumOfVeterans,71761.80463
South Dakota,2011,NumOfVeterans,70743.127
South Dakota,2012,NumOfVeterans,75929.89495
South Dakota,2013,NumOfVeterans,75686.75465
South Dakota,1999,TotalExpense,305349.6029
South Dakota,2000,TotalExpense,330799.0875
South Dakota,2001,TotalExpense,346379.0358
South Dakota,2002,TotalExpense,321684.4183
South Dakota,2003,TotalExpense,353663.0547
South Dakota,2004,TotalExpense,368916.7617
South Dakota,2005,TotalExpense,436047.0675
South Dakota,2006,TotalExpense,370430.7635
South Dakota,2007,TotalExpense,396085.4671
South Dakota,2008,TotalExpense,419507.9893
South Dakota,2009,TotalExpense,471635.5282
South Dakota,2010,TotalExpense,486448.2672
South Dakota,2011,TotalExpense,529212.568
South Dakota,2012,TotalExpense,496463.7431
South Dakota,2013,TotalExpense,564489.3722
South Dakota,1999,Compensation,112423.8499
South Dakota,2000,Compensation,111711.5802
South Dakota,2001,Compensation,116902.3634
South Dakota,2002,Compensation,128478.6918
South Dakota,2003,Compensation,137993.2657
South Dakota,2004,Compensation,142709.915
South Dakota,2005,Compensation,146742.1094
South Dakota,2006,Compensation,147662.2211
South Dakota,2007,Compensation,153211.0538
South Dakota,2008,Compensation,163225.9363
South Dakota,2009,Compensation,179476.0925
South Dakota,2010,Compensation,191595.0665
South Dakota,2011,Compensation,226924.1107
South Dakota,2012,Compensation,190339.0036
South Dakota,2013,Compensation,209347.403
South Dakota,1999,Education,13339.93443
South Dakota,2000,Education,13418.61812
South Dakota,2001,Education,10078.56694
South Dakota,2002,Education,10131.16223
South Dakota,2003,Education,9768.932356
South Dakota,2004,Education,13912.75653
South Dakota,2005,Education,13387.55028
South Dakota,2006,Education,14104.60151
South Dakota,2007,Education,13481.64242
South Dakota,2008,Education,12930.8647
South Dakota,2009,Education,14095.2974
South Dakota,2010,Education,19628.26486
South Dakota,2011,Education,23793.17256
South Dakota,2012,Education,28716.77033
South Dakota,2013,Education,30364.316
South Dakota,2002,NumofPatients,34960.38402
South Dakota,2003,NumofPatients,35937.41546
South Dakota,2004,NumofPatients,35662.52264
South Dakota,2007,NumofPatients,34241.00053
South Dakota,2008,NumofPatients,33112.05457
South Dakota,2009,NumofPatients,31303.64994
South Dakota,2010,NumofPatients,31292.61973
South Dakota,2011,NumofPatients,30326.79896
South Dakota,2012,NumofPatients,30184.75131
South Dakota,2013,NumofPatients,29744
South Dakota,1999,MedicalGeneral,166968.5445
South Dakota,2000,MedicalGeneral,193601.745
South Dakota,2001,MedicalGeneral,208400.7659
South Dakota,2002,MedicalGeneral,174127.3696
South Dakota,2003,MedicalGeneral,194235.7051
South Dakota,2004,MedicalGeneral,204806.3296
South Dakota,2005,MedicalGeneral,268672.3402
South Dakota,2006,MedicalGeneral,201888.8126
South Dakota,2007,MedicalGeneral,223867.7924
South Dakota,2008,MedicalGeneral,238403.5925
South Dakota,2009,MedicalGeneral,270342.6855
South Dakota,2010,MedicalGeneral,268897.7269
South Dakota,2011,MedicalGeneral,272921.15
South Dakota,2012,MedicalGeneral,269756.7611
South Dakota,2013,MedicalGeneral,317340.3093
South Dakota,1999,OtherExpense,12617.27413
South Dakota,2000,OtherExpense,12067.14419
South Dakota,2001,OtherExpense,10997.33961
South Dakota,2002,OtherExpense,8947.19465
South Dakota,2003,OtherExpense,11665.15151
South Dakota,2004,OtherExpense,7487.760524
South Dakota,2005,OtherExpense,7245.067668
South Dakota,2006,OtherExpense,6775.128309
South Dakota,2007,OtherExpense,5524.97844
South Dakota,2008,OtherExpense,4947.5958
South Dakota,2009,OtherExpense,7721.452809
South Dakota,2010,OtherExpense,6327.208938
South Dakota,2011,OtherExpense,5574.134685
South Dakota,2012,OtherExpense,7651.208033
South Dakota,2013,OtherExpense,7437.343843
South Dakota,1999,AmtperVet,4.33950974
South Dakota,2000,AmtperVet,4.167810098
South Dakota,2001,AmtperVet,4.474387628
South Dakota,2002,AmtperVet,4.144941809
South Dakota,2003,AmtperVet,4.605074155
South Dakota,2004,AmtperVet,5.026114096
South Dakota,2005,AmtperVet,6.039735914
South Dakota,2006,AmtperVet,5.218740978
South Dakota,2007,AmtperVet,5.332797865
South Dakota,2008,AmtperVet,5.707286337
South Dakota,2009,AmtperVet,6.487108157
South Dakota,2010,AmtperVet,6.778651536
South Dakota,2011,AmtperVet,7.480763014
South Dakota,2012,AmtperVet,6.538448965
South Dakota,2013,AmtperVet,7.458231956
Tennessee,1999,NumOfVeterans,495156
Tennessee,2000,NumOfVeterans,560141
Tennessee,2001,NumOfVeterans,544831.96
Tennessee,2002,NumOfVeterans,549713.0678
Tennessee,2003,NumOfVeterans,544694.6615
Tennessee,2004,NumOfVeterans,540777.5714
Tennessee,2005,NumOfVeterans,536573.7937
Tennessee,2006,NumOfVeterans,532104.9666
Tennessee,2007,NumOfVeterans,512156.1103
Tennessee,2008,NumOfVeterans,507149.5312
Tennessee,2009,NumOfVeterans,501906.9715
Tennessee,2010,NumOfVeterans,495765.9922
Tennessee,2011,NumOfVeterans,489083.0277
Tennessee,2012,NumOfVeterans,525593.8404
Tennessee,2013,NumOfVeterans,521266.6177
Tennessee,1999,TotalExpense,1808299.067
Tennessee,2000,TotalExpense,1942453.977
Tennessee,2001,TotalExpense,1669692.342
Tennessee,2002,TotalExpense,1564127.512
Tennessee,2003,TotalExpense,1686841.228
Tennessee,2004,TotalExpense,1806012.092
Tennessee,2005,TotalExpense,2082341.774
Tennessee,2006,TotalExpense,1871024.318
Tennessee,2007,TotalExpense,1893787.766
Tennessee,2008,TotalExpense,2027132.875
Tennessee,2009,TotalExpense,2442438.331
Tennessee,2010,TotalExpense,2635162.681
Tennessee,2011,TotalExpense,2869234.558
Tennessee,2012,TotalExpense,2832989.37
Tennessee,2013,TotalExpense,3320710.327
Tennessee,1999,Compensation,731309.8386
Tennessee,2000,Compensation,720289.8661
Tennessee,2001,Compensation,738688.5918
Tennessee,2002,Compensation,791599.3467
Tennessee,2003,Compensation,854901.181
Tennessee,2004,Compensation,899116.5171
Tennessee,2005,Compensation,925646.7816
Tennessee,2006,Compensation,915140.7364
Tennessee,2007,Compensation,883080.3958
Tennessee,2008,Compensation,974007.4997
Tennessee,2009,Compensation,1203321.725
Tennessee,2010,Compensation,1295781.364
Tennessee,2011,Compensation,1506389.149
Tennessee,2012,Compensation,1420244.096
Tennessee,2013,Compensation,1652616.152
Tennessee,1999,Education,48640.9238
Tennessee,2000,Education,49114.36489
Tennessee,2001,Education,44221.78139
Tennessee,2002,Education,48493.94046
Tennessee,2003,Education,56221.80832
Tennessee,2004,Education,73919.98755
Tennessee,2005,Education,69408.95478
Tennessee,2006,Education,67953.13453
Tennessee,2007,Education,69054.33953
Tennessee,2008,Education,65355.76303
Tennessee,2009,Education,91130.93726
Tennessee,2010,Education,152995.5019
Tennessee,2011,Education,196783.3012
Tennessee,2012,Education,200041.0081
Tennessee,2013,Education,236754.39
Tennessee,2002,NumofPatients,120860.5261
Tennessee,2003,NumofPatients,126495.651
Tennessee,2004,NumofPatients,130402.8911
Tennessee,2007,NumofPatients,133934.9387
Tennessee,2008,NumofPatients,132215.5302
Tennessee,2009,NumofPatients,129024.3548
Tennessee,2010,NumofPatients,133256.7115
Tennessee,2011,NumofPatients,133496.7401
Tennessee,2012,NumofPatients,133456.5982
Tennessee,2013,NumofPatients,135582
Tennessee,1999,MedicalGeneral,939702.2794
Tennessee,2000,MedicalGeneral,1098661.186
Tennessee,2001,MedicalGeneral,822709.681
Tennessee,2002,MedicalGeneral,664309.5875
Tennessee,2003,MedicalGeneral,719353.4825
Tennessee,2004,MedicalGeneral,782161.2522
Tennessee,2005,MedicalGeneral,1046408.852
Tennessee,2006,MedicalGeneral,837569.9502
Tennessee,2007,MedicalGeneral,900408.2311
Tennessee,2008,MedicalGeneral,958059.2313
Tennessee,2009,MedicalGeneral,1099279.415
Tennessee,2010,MedicalGeneral,1142219.498
Tennessee,2011,MedicalGeneral,1119277.47
Tennessee,2012,MedicalGeneral,1167170.089
Tennessee,2013,MedicalGeneral,1391253.242
Tennessee,1999,OtherExpense,88646.02535
Tennessee,2000,OtherExpense,74388.55977
Tennessee,2001,OtherExpense,64072.28808
Tennessee,2002,OtherExpense,59724.6377
Tennessee,2003,OtherExpense,56364.75617
Tennessee,2004,OtherExpense,50814.33545
Tennessee,2005,OtherExpense,40877.18546
Tennessee,2006,OtherExpense,50360.49678
Tennessee,2007,OtherExpense,41244.79962
Tennessee,2008,OtherExpense,29710.38121
Tennessee,2009,OtherExpense,48706.25268
Tennessee,2010,OtherExpense,44166.31755
Tennessee,2011,OtherExpense,46784.63803
Tennessee,2012,OtherExpense,45534.17628
Tennessee,2013,OtherExpense,40086.54328
Tennessee,1999,AmtperVet,3.651978502
Tennessee,2000,AmtperVet,3.467794675
Tennessee,2001,AmtperVet,3.064600583
Tennessee,2002,AmtperVet,2.84535261
Tennessee,2003,AmtperVet,3.096856546
Tennessee,2004,AmtperVet,3.339657907
Tennessee,2005,AmtperVet,3.880811546
Tennessee,2006,AmtperVet,3.516269224
Tennessee,2007,AmtperVet,3.697676798
Tennessee,2008,AmtperVet,3.997110814
Tennessee,2009,AmtperVet,4.866316806
Tennessee,2010,AmtperVet,5.315335709
Tennessee,2011,AmtperVet,5.866559245
Tennessee,2012,AmtperVet,5.390073384
Tennessee,2013,AmtperVet,6.3704642
Texas,1999,NumOfVeterans,1556100
Texas,2000,NumOfVeterans,1754809
Texas,2001,NumOfVeterans,1720667.14
Texas,2002,NumOfVeterans,1701118.161
Texas,2003,NumOfVeterans,1679056.018
Texas,2004,NumOfVeterans,1681748.35
Texas,2005,NumOfVeterans,1667369.68
Texas,2006,NumOfVeterans,1652213.855
Texas,2007,NumOfVeterans,1707365.412
Texas,2008,NumOfVeterans,1705311.041
Texas,2009,NumOfVeterans,1701675.452
Texas,2010,NumOfVeterans,1693790.622
Texas,2011,NumOfVeterans,1683236.92
Texas,2012,NumOfVeterans,1675689.298
Texas,2013,NumOfVeterans,1667740.187
Texas,1999,TotalExpense,4686522.28
Texas,2000,TotalExpense,5066437.112
Texas,2001,TotalExpense,4866483.16
Texas,2002,TotalExpense,5328950.6
Texas,2003,TotalExpense,6069752.514
Texas,2004,TotalExpense,6205202.72
Texas,2005,TotalExpense,6417619.25
Texas,2006,TotalExpense,6692918.144
Texas,2007,TotalExpense,7058667.338
Texas,2008,TotalExpense,8164797.923
Texas,2009,TotalExpense,8813521.736
Texas,2010,TotalExpense,10045102.66
Texas,2011,TotalExpense,11735571.07
Texas,2012,TotalExpense,11328157.15
Texas,2013,TotalExpense,12943392.6
Texas,1999,Compensation,2381079.364
Texas,2000,Compensation,2405494.898
Texas,2001,Compensation,2519830.638
Texas,2002,Compensation,2780050.879
Texas,2003,Compensation,3072670.968
Texas,2004,Compensation,3215654.89
Texas,2005,Compensation,3388683.364
Texas,2006,Compensation,3443243.956
Texas,2007,Compensation,3612760.294
Texas,2008,Compensation,3925953.748
Texas,2009,Compensation,4547951.564
Texas,2010,Compensation,4765590.02
Texas,2011,Compensation,5619709.142
Texas,2012,Compensation,5032082.039
Texas,2013,Compensation,6091910.091
Texas,1999,Education,180732.3376
Texas,2000,Education,188034.6192
Texas,2001,Education,178017.4853
Texas,2002,Education,211070.9098
Texas,2003,Education,268968.8018
Texas,2004,Education,358427.1454
Texas,2005,Education,351580.6791
Texas,2006,Education,349977.6297
Texas,2007,Education,350510.8375
Texas,2008,Education,328843.3671
Texas,2009,Education,424255.9282
Texas,2010,Education,831418.4312
Texas,2011,Education,1021628.793
Texas,2012,Education,994300.7149
Texas,2013,Education,1118113.988
Texas,2002,NumofPatients,424788.4782
Texas,2003,NumofPatients,439758.2464
Texas,2004,NumofPatients,443583.9185
Texas,2007,NumofPatients,439478.2308
Texas,2008,NumofPatients,429518.3811
Texas,2009,NumofPatients,416288.7903
Texas,2010,NumofPatients,423380.3525
Texas,2011,NumofPatients,420228.5824
Texas,2012,NumofPatients,423756.4071
Texas,2013,NumofPatients,434255
Texas,1999,MedicalGeneral,1928345.978
Texas,2000,MedicalGeneral,2297794.319
Texas,2001,MedicalGeneral,1992299.411
Texas,2002,MedicalGeneral,2156229.83
Texas,2003,MedicalGeneral,2564280.216
Texas,2004,MedicalGeneral,2481315.539
Texas,2005,MedicalGeneral,2533510.809
Texas,2006,MedicalGeneral,2526138.33
Texas,2007,MedicalGeneral,2727111.758
Texas,2008,MedicalGeneral,2885956.84
Texas,2009,MedicalGeneral,3315698.304
Texas,2010,MedicalGeneral,3407312.742
Texas,2011,MedicalGeneral,3454082.432
Texas,2012,MedicalGeneral,3514132.024
Texas,2013,MedicalGeneral,4207529.743
Texas,1999,OtherExpense,196364.601
Texas,2000,OtherExpense,175113.2764
Texas,2001,OtherExpense,176335.6252
Texas,2002,OtherExpense,181598.9812
Texas,2003,OtherExpense,163832.5275
Texas,2004,OtherExpense,149805.1455
Texas,2005,OtherExpense,143844.3977
Texas,2006,OtherExpense,373558.2283
Texas,2007,OtherExpense,368284.4481
Texas,2008,OtherExpense,1024043.968
Texas,2009,OtherExpense,525615.9393
Texas,2010,OtherExpense,1040781.469
Texas,2011,OtherExpense,1640150.703
Texas,2012,OtherExpense,1787642.368
Texas,2013,OtherExpense,1525838.78
Texas,1999,AmtperVet,3.011710225
Texas,2000,AmtperVet,2.88717297
Texas,2001,AmtperVet,2.828253674
Texas,2002,AmtperVet,3.132616371
Texas,2003,AmtperVet,3.614979161
Texas,2004,AmtperVet,3.689733199
Texas,2005,AmtperVet,3.848948032
Texas,2006,AmtperVet,4.050878841
Texas,2007,AmtperVet,4.134245247
Texas,2008,AmtperVet,4.787864342
Texas,2009,AmtperVet,5.179320019
Texas,2010,AmtperVet,5.930545682
Texas,2011,AmtperVet,6.972025704
Texas,2012,AmtperVet,6.760296888
Texas,2013,AmtperVet,7.761036585
Utah,1999,NumOfVeterans,128933
Utah,2000,NumOfVeterans,161351
Utah,2001,NumOfVeterans,134101.85
Utah,2002,NumOfVeterans,159320.5354
Utah,2003,NumOfVeterans,158131.8161
Utah,2004,NumOfVeterans,151128.6533
Utah,2005,NumOfVeterans,148957.8754
Utah,2006,NumOfVeterans,146738.3922
Utah,2007,NumOfVeterans,157011.798
Utah,2008,NumOfVeterans,156107.423
Utah,2009,NumOfVeterans,155052.459
Utah,2010,NumOfVeterans,153622.7245
Utah,2011,NumOfVeterans,151955.4741
Utah,2012,NumOfVeterans,151785.8592
